Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,Species Population
GRBA-1423,Great Basin National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Not Confirmed,Native,,,Species of Concern,168
GRBA-1424,Great Basin National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Not Confirmed,Native,,,Species of Concern,59
GRBA-1432,Great Basin National Park,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,In Review,,,,,Species of Concern,179
GRBA-1447,Great Basin National Park,Reptile,Squamata,Colubridae,Masticophis flagellum piceus,Red Coachwhip,In Review,,,,,Species of Concern,187
GRBA-1455,Great Basin National Park,Reptile,Squamata,Colubridae,Sonora semiannulata,"Ground Snake, Groundsnake",In Review,,,,,Species of Concern,145
GRBA-1466,Great Basin National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii,Long-Nosed Leopard Lizard,Approved,Not Confirmed,Native,,,Species of Concern,149
GRBA-1467,Great Basin National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii wislizenii,Long-Nosed Leopard Lizard,In Review,,,,,Species of Concern,195
GRBA-1490,Great Basin National Park,Reptile,Testudines,Testudinidae,Gopherus agassizii,"Agassiz's Desert Tortoise, Desert Tortoise, Mohave Desert Tortoise, Mojave Desert Tortoise",In Review,,,,,Threatened,42
GRBA-1492,Great Basin National Park,Amphibian,Anura,Bufonidae,Bufo boreas,Western Toad,In Review,Not Confirmed,,,,Species of Concern,145
GRBA-1505,Great Basin National Park,Amphibian,Anura,Ranidae,Rana luteiventris,Columbia Spotted Frog,Approved,Not Confirmed,Native,,,Species of Concern,91
GRBA-1506,Great Basin National Park,Amphibian,Anura,Ranidae,Rana pretiosa,Oregon Spotted Frog,In Review,,,,,Threatened,41
GRBA-1518,Great Basin National Park,Fish,Cypriniformes,Cyprinidae,Relictus solitarius,Relict Dace,In Review,,,,,Under Review,124
GRBA-1857,Great Basin National Park,Vascular Plant,Boraginales,Boraginaceae,Cryptantha welshii,"Welsh's Cryptantha, White River Cryptantha",In Review,,,,,Species of Concern,10
GRBA-1886,Great Basin National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia parishii,Parish's Phacelia,In Review,,,,,Species of Concern,32
GRBA-2281,Great Basin National Park,Vascular Plant,Ericales,Primulaceae,Primula maguirei,"Maguire Primrose, Maguire's Primrose",In Review,,,,,Threatened,40
GRBA-2306,Great Basin National Park,Vascular Plant,Fabales,Fabaceae,Astragalus lentiginosus var. scorpionis,Scorpion Milkvetch,Approved,Not Confirmed,Native,,,Species of Concern,100
GRBA-2529,Great Basin National Park,Vascular Plant,Malvales,Malvaceae,Sphaeralcea caespitosa,"Jone's Globemallow, Jones' Globe-Mallow, Tufted Globemallow",In Review,,,,,Species of Concern,70
GRBA-2571,Great Basin National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium crenulatum,"Crenulate Moonwort, Dainty Moonwort, Scalloped Moonwort",In Review,,,,,Species of Concern,34
GRBA-2575,Great Basin National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium paradoxum,"Paradox Moonwort, Peculiar Moonwort",In Review,,,,,Species of Concern,88
GRBA-2599,Great Basin National Park,Vascular Plant,Pinales,Pinaceae,Pinus albicaulis,"Scrub Pine, White Pine, Whitebark Pine",In Review,,,,,Under Review,57
GRBA-2614,Great Basin National Park,Vascular Plant,Pinales,Pinaceae,Pinus radiata,"Insignis Pine, Monterey Pine",In Review,,,,,Species of Concern,49
GRBA-2924,Great Basin National Park,Vascular Plant,Ranunculales,Ranunculaceae,Myosurus minimus,None,In Review,,,,,Species of Concern,33
GRBA-2976,Great Basin National Park,Vascular Plant,Rosales,Rosaceae,Ivesia shockleyi var. ostleri,Ostler's Mousetail,In Review,,,,,Species of Concern,173
GRBA-3119,Great Basin National Park,Slug/Snail,Stylommatophora,Oreohelicidae,Oreohelix nevadensis,Schell Creek Mountainsnail,In Review,,,,,Species of Concern,94
GRCA-1526,Grand Canyon National Park,Bird,Piciformes,Picidae,Colaptes chrysoides,Gilded Flicker,Approved,Not Present,Native,,Vagrant,Species of Concern,113
GRCA-1530,Grand Canyon National Park,Bird,Piciformes,Picidae,Melanerpes uropygialis,Gila Woodpecker,Approved,Not Present,Native,,Vagrant,Species of Concern,67
GRCA-1562,Grand Canyon National Park,Reptile,Squamata,Colubridae,Arizona elegans,Glossy Snake,Approved,Not Confirmed,Native,,,Species of Concern,137
GRCA-1567,Grand Canyon National Park,Reptile,Squamata,Colubridae,Lampropeltis getula californiae,California Kingsnake,Approved,Present,Native,,,Species of Concern,197
GRCA-1590,Grand Canyon National Park,Reptile,Squamata,Colubridae,Trimorphodon biscutatus lambda,Sonoran Lyre Snake,In Review,,,,,Species of Concern,10
GRCA-1596,Grand Canyon National Park,Reptile,Squamata,Iguanidae,Dipsosaurus dorsalis,Desert Iguana,Approved,Not Confirmed,Native,,,Species of Concern,15
GRCA-1597,Grand Canyon National Park,Reptile,Squamata,Iguanidae,Gambelia wislizenii,Long-Nosed Leopard Lizard,Approved,Not Confirmed,Native,,,Species of Concern,57
GRCA-1602,Grand Canyon National Park,Reptile,Squamata,Iguanidae,Sauromalus ater,Common Chuckwalla,In Review,Present,,,,Species of Concern,78
GRCA-1605,Grand Canyon National Park,Reptile,Squamata,Iguanidae,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,In Review,Present,,,,Species of Concern,107
GRCA-1644,Grand Canyon National Park,Amphibian,Anura,Ranidae,Lithobates onca,Relict Leopard Frog,Approved,Not Confirmed,Native,,,Under Review,74
GRCA-1648,Grand Canyon National Park,Amphibian,Anura,Scaphiopodidae,Spea hammondii,Western Spadefoot,Approved,Present,Native,,Breeder,Under Review,53
GRCA-1744,Grand Canyon National Park,Vascular Plant,Asparagales,Iridaceae,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Approved,Present,Native,,,Species of Concern,52
GRCA-1929,Grand Canyon National Park,Vascular Plant,Asterales,Asteraceae,Hieracium fendleri,"Yellow Hawksbeard, Yellow Hawkweed",Approved,Present,Native,,,Species of Concern,155
GRCA-1972,Grand Canyon National Park,Vascular Plant,Asterales,Asteraceae,Packera hartiana,"Hart's Ragwort, Mogollon Mountain Ragwort",Approved,Present,Native,,,Species of Concern,149
GRCA-2123,Grand Canyon National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia distans,"Distant Phacelia, Distant Scorpion-Weed",Approved,Present,Native,,,Species of Concern,123
GRCA-2135,Grand Canyon National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia serrata,"Cinder Phacelia, Saw Phacelia, Saw Scorpion-Weed",Approved,Present,Native,,,Species of Concern,192
GRCA-2343,Grand Canyon National Park,Vascular Plant,Caryophyllales,Montiaceae,Talinum validulum,Tusayan Fameflower,Approved,Present,Native,,,Species of Concern,180
GRCA-2348,Grand Canyon National Park,Vascular Plant,Caryophyllales,Nyctaginaceae,Anulocaulis leiosolenus,"Ringstem, Southwestern Ringstem",Approved,Present,Native,,,Species of Concern,46
GRCA-2507,Grand Canyon National Park,Vascular Plant,Ericales,Polemoniaceae,Ipomopsis polyantha,"Pagosa Ipomopsis, Pagosa Skyrocket",Approved,Present,Native,,,Endangered,8
GRCA-2533,Grand Canyon National Park,Vascular Plant,Ericales,Primulaceae,Primula specuicola,Cave-Dwelling Primrose,Approved,Present,Native,,,Species of Concern,104
GRCA-2546,Grand Canyon National Park,Vascular Plant,Fabales,Fabaceae,Astragalus cremnophylax var. cremnophylax,Sentry Milk-Vetch,Approved,Present,Native,,,Endangered,6
GRCA-2723,Grand Canyon National Park,Vascular Plant,Lamiales,Orobanchaceae,Castilleja applegatei ssp. martinii,"Desert Indian Paintbrush, Martin's Paintbrush, Wavyleaf Indian Paintbrush",Approved,Present,Native,,,Species of Concern,28
GRCA-2866,Grand Canyon National Park,Vascular Plant,Malvales,Malvaceae,Sphaeralcea janeae,Jane's Globemallow,Approved,Present,Native,,,Species of Concern,167
GRCA-2882,Grand Canyon National Park,Vascular Plant,Myrtales,Onagraceae,Camissonia specuicola ssp. hesperia,Kaibab Suncup,Approved,Present,Native,,,Species of Concern,185
GRCA-3088,Grand Canyon National Park,Vascular Plant,Poales,Poaceae,Eragrostis pectinacea,"Purple Love Grass, Purple Lovegrass, Spreading Lovegrass, Tufted Lovegrass",Approved,Present,Native,,,Species of Concern,168
GRCA-3220,Grand Canyon National Park,Vascular Plant,Ranunculales,Papaveraceae,Arctomecon californica,California Bearpoppy,Approved,Present,Native,,,Species of Concern,145
GRCA-3254,Grand Canyon National Park,Vascular Plant,Ranunculales,Ranunculaceae,Myosurus minimus,None,Approved,Present,Native,,,Species of Concern,121
GRCA-3320,Grand Canyon National Park,Vascular Plant,Rosales,Rosaceae,Rosa stellata ssp. abyssa,"Desert Rose, Grand Cayon Rose",Approved,Present,Native,,,Species of Concern,52
GRCA-3381,Grand Canyon National Park,Vascular Plant,Solanales,Convolvulaceae,Convolvulus equitans,"Gray Bindweed, Texas Bindweed",Approved,Present,Native,,,Species of Concern,20
GRSA-1015,Great Sand Dunes National Park and Preserve,Mammal,Carnivora,Mustelidae,Taxidea taxus,Badger,Approved,Not Confirmed,Native,,,Species of Concern,175
GRSA-1021,Great Sand Dunes National Park and Preserve,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Not Confirmed,Native,,,Species of Concern,53
GRSA-1025,Great Sand Dunes National Park and Preserve,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis",Approved,Not Confirmed,Native,,,Species of Concern,10
GRSA-1106,Great Sand Dunes National Park and Preserve,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Not Confirmed,Native,,,Species of Concern,114
GRSA-1112,Great Sand Dunes National Park and Preserve,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Not Confirmed,Native,,,Species of Concern,37
GRSA-1125,Great Sand Dunes National Park and Preserve,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Not Confirmed,Native,,,Species of Concern,85
GRSA-1207,Great Sand Dunes National Park and Preserve,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Not Confirmed,Native,,,Species of Concern,196
GRSA-1268,Great Sand Dunes National Park and Preserve,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Not Confirmed,Native,,,Species of Concern,26
GRSA-1271,Great Sand Dunes National Park and Preserve,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Not Confirmed,Native,,,Species of Concern,153
GRSA-1283,Great Sand Dunes National Park and Preserve,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Not Confirmed,Native,,,Species of Concern,157
GRSA-1294,Great Sand Dunes National Park and Preserve,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Not Confirmed,Native,,,Species of Concern,25
GRSA-1307,Great Sand Dunes National Park and Preserve,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Not Confirmed,Native,,,Species of Concern,19
GRSM-1010,Great Smoky Mountains National Park,Mammal,Carnivora,Canidae,Canis rufus,Red Wolf,Approved,Not Confirmed,Native,,,Endangered,7
GRSM-1035,Great Smoky Mountains National Park,Mammal,Chiroptera,Vespertilionidae,Myotis austroriparius,"Mississippi Myotis, Southeastern Myotis",Approved,Not Confirmed,Native,,,Species of Concern,89
GRSM-1177,Great Smoky Mountains National Park,Bird,Gruiformes,Gruidae,Grus americana,Whooping Crane,Approved,Not Present,Not Native,,,Endangered,7
GRSM-1342,Great Smoky Mountains National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Not Present,Native,,,Species of Concern,187
GRSM-1358,Great Smoky Mountains National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Not Confirmed,Native,,,Species of Concern,46
GRSM-4109,Great Smoky Mountains National Park,Nonvascular Plant,Jungermanniales,Plagiochilaceae,Plagiochila sharpii,None,In Review,Present,,,,Under Review,32
GRSM-4113,Great Smoky Mountains National Park,Nonvascular Plant,Jungermanniales,Plagiochilaceae,Plagiochila virginica var. caroliniana,None,In Review,Present,,,,Species of Concern,129
GRSM-4307,Great Smoky Mountains National Park,Slug/Snail,Neotaenioglossa,Pleuroceridae,Leptoxis praerosa,Onyx Rocksnail,In Review,,,,,Species of Concern,124
GRSM-4347,Great Smoky Mountains National Park,Slug/Snail,Stylommatophora,Polygyridae,Patera clarki nantahala,Noonday Helix,In Review,Present,,,,Threatened,31
GRSM-4360,Great Smoky Mountains National Park,Slug/Snail,Stylommatophora,Pupillidae,Vertigo ovata,Ovate Vertigo,In Review,,,,,Species of Concern,39
GRSM-4426,Great Smoky Mountains National Park,Spider/Scorpion,Araneae,Dipluridae,Microhexura montivaga,North Carolina Funnelweb Tarantula,In Review,Present,,,,Endangered,4
GRSM-4671,Great Smoky Mountains National Park,Insect,Diptera,Acroceridae,Eulonchus marialiciae,None,In Review,,,,,Species of Concern,168
GRSM-5190,Great Smoky Mountains National Park,Insect,Ephemeroptera,Ephemerellidae,Serratella serrata,None,In Review,,,,,Species of Concern,111
GRSM-5542,Great Smoky Mountains National Park,Insect,Hymenoptera,Apidae,Bombus affinis,None,In Review,Present,,,,Under Review,52
GRSM-5982,Great Smoky Mountains National Park,Insect,Lepidoptera,Geometridae,Euchlaena milnei,None,In Review,,,,,Species of Concern,15
GRSM-6044,Great Smoky Mountains National Park,Insect,Lepidoptera,Geometridae,Semiothisa fraserata,None,In Review,Present,,,,Species of Concern,69
GRSM-6063,Great Smoky Mountains National Park,Insect,Lepidoptera,Hepialidae,Hepialus sciophanes,None,In Review,,,,,Species of Concern,71
GRSM-6316,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Phyciodes batesii,Tawny Crescentspot,In Review,Present,,,,Species of Concern,64
GRSM-6325,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Speyeria diana,Diana,In Review,Present,,,,Species of Concern,113
GRSM-6330,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Eurytides marcellus,Zebra Swallowtail,In Review,Present,,,,Under Review,172
GRSM-6465,Great Smoky Mountains National Park,Insect,Odonata,Corduliidae,Macromia margarita,Mountain River Cruiser,In Review,,,,,Under Review,14
GRSM-6559,Great Smoky Mountains National Park,Insect,Plecoptera,Capniidae,Allocapnia fumosa,None,In Review,,,,,Under Review,46
GRSM-6589,Great Smoky Mountains National Park,Insect,Plecoptera,Leuctridae,Megaleuctra williamsae,None,In Review,,,,,Under Review,103
GRSM-6721,Great Smoky Mountains National Park,Insect,Trichoptera,Hydropsychidae,Cheumatopsyche helma,None,In Review,,,,,Species of Concern,24
GRSM-7129,Great Smoky Mountains National Park,Fungi,Lecanorales,Cladoniaceae,Gymnoderma lineare,Rock Gnome Lichen,In Review,Present,,,,Endangered,9
GRSM-7567,Great Smoky Mountains National Park,Fungi,Teloschistales,Physciaceae,Phaeophyscia leana,None,In Review,Present,,,,Under Review,20
GRTE-1031,Grand Teton National Park,Mammal,Chiroptera,Vespertilionidae,Myotis californicus,"California Myotis, California Myotis, Californian Myotis",Approved,Not Present,Native,,,Species of Concern,103
GRTE-1037,Grand Teton National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",Approved,Not Confirmed,Native,,,Species of Concern,167
GRTE-1072,Grand Teton National Park,Mammal,Soricomorpha,Soricidae,Sorex preblei,"Malheur Shrew, Preble's Shrew",Approved,Not Present,Native,,,Species of Concern,140
GRTE-1080,Grand Teton National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Not Confirmed,Unknown,,,Species of Concern,141
GRTE-1145,Grand Teton National Park,Bird,Charadriiformes,Scolopacidae,Limosa fedoa,Marbled Godwit,Approved,Not Confirmed,Native,,,Species of Concern,79
GRTE-1154,Grand Teton National Park,Bird,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,Approved,Not Confirmed,Native,,,Species of Concern,112
GRTE-1157,Grand Teton National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Not Confirmed,Native,,,Threatened,38
GRTE-1159,Grand Teton National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Not Confirmed,Native,,,Species of Concern,162
GRTE-1194,Grand Teton National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Not Confirmed,Unknown,,,Species of Concern,164
GRTE-1247,Grand Teton National Park,Bird,Passeriformes,Motacillidae,Anthus spragueii,Sprague's Pipit,Approved,Not Confirmed,Native,,,Under Review,143
GRTE-1258,Grand Teton National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Not Confirmed,Native,,,Species of Concern,73
GRTE-1265,Grand Teton National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Not Confirmed,Native,,,Species of Concern,55
GRTE-1285,Grand Teton National Park,Bird,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,Approved,Not Confirmed,Unknown,,,Species of Concern,66
GRTE-1306,Grand Teton National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Not Confirmed,Native,,,Species of Concern,185
GRTE-1308,Grand Teton National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,Approved,Not Confirmed,Unknown,,,In Recovery,57
GRTE-1311,Grand Teton National Park,Bird,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Not Confirmed,Native,,,Species of Concern,23
GRTE-1321,Grand Teton National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Not Confirmed,Native,,,Species of Concern,129
GUMO-1106,Guadalupe Mountains National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Approved,Not Confirmed,Native,,,Species of Concern,45
GUMO-1132,Guadalupe Mountains National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Not Confirmed,Native,,,Threatened,21
GUMO-1149,Guadalupe Mountains National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Not Confirmed,Native,,,Species of Concern,157
GUMO-1215,Guadalupe Mountains National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Not Confirmed,Native,,,Species of Concern,177
GUMO-1339,Guadalupe Mountains National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Not Confirmed,Native,,,Species of Concern,154
GUMO-1401,Guadalupe Mountains National Park,Reptile,Squamata,Viperidae,Sistrurus catenatus,Desert Massasauga,Approved,Not Confirmed,Native,,,Proposed Threatened,15
GUMO-2264,Guadalupe Mountains National Park,Vascular Plant,Poales,Poaceae,Eragrostis pectinacea,Spreading Lovegrass,In Review,,,,,Species of Concern,143
